pitcher,player_name,p_throws,pitch_type,pitches,stuff_plus,whiff_pct,barrel_pct,xwoba_against,avg_velo,avg_ivb,avg_hb
676130,"Buttó, José",R,FF,209,101.6,20.1,1.4,0.089,95.2,15.2,-3.0
477132,"Kershaw, Clayton",L,FF,357,101.6,4.2,0.0,0.097,89.0,17.5,-0.1
621107,"Eflin, Zach",R,ST,93,101.6,26.9,1.1,0.093,79.2,2.3,12.7
670990,"Ramírez, Yohan",R,CU,70,101.6,25.7,0.0,0.091,83.9,-7.6,13.1
678394,"Bello, Brayan",R,CH,221,101.6,33.5,0.9,0.14,88.7,4.7,-16.2
669084,"Hall, DL",L,FF,119,101.6,16.0,1.7,0.102,94.2,15.8,7.3
663623,"Irvin, Jake",R,FC,89,101.6,20.2,1.1,0.101,87.4,7.4,3.1
641778,"Lauer, Eric",L,FC,246,101.5,18.7,1.6,0.104,86.4,6.8,-3.3
674285,"Salazar, Eduardo",R,SL,98,101.5,33.7,0.0,0.13,87.4,0.1,5.4
681347,"Burrows, Mike",R,CH,300,101.5,37.3,0.7,0.079,87.2,7.4,-14.0
669674,"Long, Sam",L,CU,85,101.5,16.5,0.0,0.067,76.9,-13.7,-5.0
657612,"Hill, Tim",L,SI,544,101.5,10.5,0.6,0.108,88.3,-6.4,16.1
678692,"Henriquez, Ronny",R,SL,181,101.5,32.0,1.7,0.062,87.8,4.7,3.7
671922,"Smith, Cade",R,FF,619,101.5,22.9,0.8,0.067,96.4,16.4,-8.6
607074,"Rodón, Carlos",L,CU,50,101.5,20.0,0.0,0.033,80.5,-13.0,-7.4
675512,"Melton, Troy",R,FF,186,101.5,21.0,1.6,0.09,97.1,15.0,-6.7
668674,"Erceg, Lucas",R,CH,93,101.5,20.4,0.0,0.122,89.9,6.9,-16.7
670102,"Francis, Bowden",R,CU,73,101.5,20.5,0.0,0.111,73.9,-7.3,15.9
450203,"Morton, Charlie",R,FC,148,101.5,16.2,0.7,0.077,88.0,5.2,0.9
669276,"Lee, Dylan",L,FF,257,101.5,12.8,0.8,0.094,94.0,19.3,8.4
672282,"Detmers, Reid",L,SL,262,101.5,32.4,0.8,0.102,88.0,-3.1,-2.8
672578,"Hernández, Carlos",R,SL,98,101.5,24.5,2.0,0.121,86.6,2.0,3.1
678226,"Hernández, Daysbel",R,SL,230,101.5,26.1,0.4,0.085,88.3,0.8,2.8
608650,"Enns, Dietrich",L,FF,245,101.4,24.1,0.4,0.068,94.1,17.7,6.0
680742,"Bowlan, Jonathan",R,SL,153,101.4,32.0,1.3,0.119,85.8,-1.0,3.4
668881,"Greene, Hunter",R,FF,695,101.4,17.1,0.9,0.081,99.5,16.8,-9.0
690928,"Dobbins, Hunter",R,ST,56,101.4,16.1,0.0,0.068,81.2,1.1,15.0
642152,"Trivino, Lou",R,ST,92,101.4,22.8,0.0,0.054,80.4,-0.7,17.1
608331,"Fried, Max",L,FC,629,101.4,14.1,0.6,0.1,93.6,8.8,-1.4
672456,"Montero, Keider",R,SI,229,101.4,5.7,0.0,0.077,93.8,10.5,-15.3
571510,"Boyd, Matthew",L,SL,224,101.4,29.0,0.0,0.083,82.2,0.5,-2.1
694973,"Skenes, Paul",R,SL,105,101.4,23.8,0.0,0.028,85.1,7.4,3.5
628452,"Iglesias, Raisel",R,CH,195,101.4,37.9,0.0,0.102,88.7,4.4,-15.7
663465,"Allard, Kolby",L,FF,311,101.4,17.7,0.0,0.088,90.0,16.2,6.0
628452,"Iglesias, Raisel",R,SL,54,101.4,31.5,3.7,0.213,83.6,5.0,9.8
681190,"Vásquez, Randy",R,FC,356,101.4,14.3,0.6,0.112,90.2,10.8,1.6
554340,"García, Yimi",R,FF,96,101.4,26.0,2.1,0.11,96.1,15.8,-10.1
676282,"Cantillo, Joey",L,CU,202,101.4,14.4,0.0,0.067,77.5,-17.9,-8.1
696149,"Chandler, Bubba",R,SL,62,101.3,21.0,0.0,0.085,89.4,1.2,1.5
663574,"Santillan, Tony",R,FF,567,101.3,17.3,0.2,0.093,96.2,13.3,-11.9
594798,"deGrom, Jacob",R,CU,91,101.3,19.8,0.0,0.036,81.1,-5.1,10.5
800311,"Fuentes, Didier",R,FF,110,101.3,14.5,1.8,0.146,95.9,15.6,-9.5
570632,"Ureña, José",R,CH,134,101.3,21.6,1.5,0.129,88.8,8.9,-15.7
683769,"Gaddis, Hunter",R,SL,371,101.3,26.4,0.8,0.095,88.7,4.7,5.5
670329,"Garcia, Rico",R,CH,91,101.3,30.8,0.0,0.073,86.5,14.3,-14.5
674384,"Núñez, Eduarniel",R,FF,88,101.3,19.3,0.0,0.06,98.2,14.8,-5.7
608337,"Giolito, Lucas",R,SL,361,101.3,24.7,1.1,0.113,85.9,4.8,2.4
684320,"Rodríguez, Yariel",R,FS,58,101.3,19.0,0.0,0.13,89.5,4.9,-15.3
694037,"Palencia, Daniel",R,SL,145,101.3,29.0,0.0,0.08,88.5,1.0,2.3
666661,"Morillo, Juan",R,FF,189,101.3,21.7,0.0,0.074,99.0,16.5,-5.2
663485,"Sands, Cole",R,CU,114,101.3,15.8,0.0,0.069,81.5,-5.1,16.8
695549,"Jobe, Jackson",R,CH,71,101.3,32.4,0.0,0.062,85.2,6.7,-16.4
701542,"Warren, Will",R,CH,135,101.3,28.9,0.7,0.141,87.0,0.5,-14.5
663767,"Shugart, Chase",R,FC,110,101.3,20.0,0.0,0.134,89.8,6.3,4.2
693821,"Elder, Bryce",R,SI,662,101.3,10.3,0.5,0.117,91.4,8.2,-14.4
592836,"Walker, Taijuan",R,FC,438,101.3,13.2,1.1,0.084,87.0,12.6,3.1
804636,"Tong, Jonah",R,FF,143,101.3,14.7,1.4,0.107,95.1,19.8,-3.2
642397,"Soto, Gregory",L,FF,50,101.3,12.0,0.0,0.162,97.1,13.5,10.9
805123,"Blubaugh, AJ",R,CH,78,101.3,28.2,0.0,0.065,86.1,6.3,-16.5
641154,"López, Pablo",R,CU,57,101.3,28.1,1.8,0.069,82.5,-11.6,7.1
808967,"Yamamoto, Yoshinobu",R,FS,408,101.3,35.3,0.7,0.075,90.8,1.9,-10.9
621244,"Berríos, José",R,FC,96,101.3,14.6,0.0,0.102,89.5,10.1,0.2
808963,"Sasaki, Roki",R,FS,130,101.3,30.8,0.0,0.088,85.0,-3.3,-0.8
606303,"Payamps, Joel",R,FF,109,101.2,14.7,0.0,0.096,94.7,15.5,-6.6
676092,"Snider, Collin",R,FF,70,101.2,11.4,0.0,0.079,92.4,8.0,-0.6
663423,"Thornton, Trent",R,FF,129,101.2,13.2,0.8,0.086,94.5,15.9,-3.7
519242,"Sale, Chris",L,FF,627,101.2,15.0,0.3,0.089,94.9,9.2,15.2
596133,"Weaver, Luke",R,FC,61,101.2,23.0,0.0,0.111,91.3,13.7,0.8
669022,"Gore, MacKenzie",L,SL,203,101.2,30.5,0.0,0.093,86.6,2.3,-1.1
592155,"Booser, Cam",L,ST,110,101.2,27.3,0.9,0.068,81.0,-4.3,-13.3
680885,"Schwellenbach, Spencer",R,FF,406,101.2,19.0,0.5,0.105,97.2,14.8,-5.3
681517,"Leahy, Kyle",R,FF,282,101.2,13.5,0.7,0.094,95.3,16.5,-3.3
641401,"Brogdon, Connor",R,CH,238,101.2,28.2,0.4,0.092,84.0,7.2,-16.8
663767,"Shugart, Chase",R,SI,95,101.2,13.7,0.0,0.097,94.2,8.6,-14.0
669923,"Kirby, George",R,KC,164,101.2,31.7,0.6,0.1,84.2,-12.9,9.6
681982,"Anderson, Grant",R,SI,194,101.2,5.7,0.0,0.135,93.3,0.6,-17.7
657756,"Seabold, Connor",R,FF,96,101.2,14.6,0.0,0.058,92.7,14.9,-11.8
607074,"Rodón, Carlos",L,SL,565,101.1,29.2,1.1,0.071,85.9,-0.7,-5.5
607481,"Bummer, Aaron",L,FF,82,101.1,13.4,1.2,0.099,91.4,11.1,8.8
687931,"Whisenhunt, Carson",L,CH,92,101.1,33.7,0.0,0.107,81.1,6.8,15.9
657277,"Webb, Logan",R,FC,163,101.1,16.6,0.6,0.108,91.1,7.6,-2.2
669387,"Mlodzinski, Carmen",R,FF,365,101.1,12.6,0.5,0.102,96.1,11.7,-9.6
665795,"Cabrera, Edward",R,SL,256,101.1,31.6,0.0,0.08,88.5,2.0,1.9
607455,"Banda, Anthony",L,SL,309,101.1,29.8,1.0,0.075,85.6,-1.5,-7.1
666171,"Zeferjahn, Ryan",R,FF,221,101.1,17.6,1.8,0.093,97.5,15.9,-4.6
656848,"Petersen, Michael",R,SL,79,101.1,16.5,1.3,0.131,88.4,2.1,3.0
571760,"Heaney, Andrew",L,SI,160,101.1,7.5,1.9,0.138,89.3,3.1,18.6
668964,"Myers, Tobias",R,FC,102,101.1,17.6,0.0,0.113,87.5,11.5,4.4
624133,"Suarez, Ranger",L,FC,321,101.1,15.3,0.0,0.092,86.4,6.2,-2.5
687377,"Ribalta, Orlando",R,SL,71,101.1,15.5,7.0,0.16,87.4,3.4,3.6
696149,"Chandler, Bubba",R,FF,199,101.1,24.6,1.0,0.116,98.9,17.7,-8.4
680732,"Burke, Sean",R,FF,677,101.1,20.4,0.4,0.079,94.5,18.4,-5.1
678606,"Ferrer, Jose A.",L,FF,59,101.1,8.5,1.7,0.14,97.6,8.1,16.7
656550,"Holmes, Grant",R,CU,164,101.1,25.0,0.0,0.086,83.5,-9.8,4.5
690925,"Beeter, Clayton",R,FF,173,101.1,10.4,0.6,0.088,96.6,18.0,-3.8
593958,"Rodriguez, Eduardo",L,FF,822,101.1,16.2,0.9,0.106,92.0,15.0,5.7
642239,"Zastryzny, Rob",L,FC,73,101.1,23.3,1.4,0.085,86.3,4.0,-5.4
622608,"Senzatela, Antonio",R,FF,840,101.0,10.2,0.7,0.132,95.2,11.9,-5.0
641755,"Kinley, Tyler",R,SL,566,101.0,26.0,0.5,0.077,87.4,2.6,2.2
690928,"Dobbins, Hunter",R,FF,257,101.0,8.2,0.4,0.117,95.6,15.8,-2.1
656457,"Gilbert, Tyler",L,FF,65,101.0,16.9,0.0,0.128,90.5,11.0,10.0
669199,"Bachar, Lake",R,SL,181,101.0,32.6,1.7,0.09,89.2,1.6,2.3
701121,"VanWey, Logan",R,FF,65,101.0,16.9,0.0,0.071,92.9,13.4,-12.1
671106,"Allen, Logan",L,FF,561,101.0,14.8,0.7,0.086,91.3,16.4,6.2
592662,"Ray, Robbie",L,KC,213,101.0,23.5,1.9,0.097,81.3,-5.4,-1.9
552640,"Kittredge, Andrew",R,FF,60,101.0,13.3,1.7,0.161,94.9,16.2,-2.9
806185,"Birdsong, Hayden",R,CH,106,101.0,33.0,0.0,0.126,88.7,-0.4,-11.7
668678,"Gallen, Zac",R,CH,309,101.0,24.9,1.0,0.099,86.2,4.1,-12.4
678906,"Teng, Kai-Wei",R,FF,106,101.0,17.0,0.9,0.097,93.7,12.9,-9.3
642152,"Trivino, Lou",R,SI,122,101.0,13.9,0.8,0.102,95.2,9.5,-16.1
690928,"Dobbins, Hunter",R,CU,73,101.0,28.8,1.4,0.088,78.7,-11.5,7.3
673513,"Matsui, Yuki",L,FF,257,101.0,14.4,1.9,0.099,92.1,19.7,4.8
643338,"Green, Chad",R,SL,187,101.0,19.8,1.6,0.1,88.0,3.5,3.4
676106,"Hancock, Emerson",R,SL,100,101.0,25.0,0.0,0.134,81.7,-2.1,5.8
678024,"Vasil, Mike",R,FF,131,101.0,29.8,0.8,0.05,94.6,12.7,-6.4
642701,"Santana, Dennis",R,SL,333,101.0,28.8,0.3,0.077,86.9,2.7,2.9
656641,"Latz, Jacob",L,FF,469,101.0,18.1,0.6,0.095,94.2,18.8,8.9
694297,"Pfaadt, Brandon",R,ST,336,100.9,28.0,1.2,0.116,84.6,5.3,10.4
661563,"Gil, Luis",R,SL,159,100.9,23.9,0.0,0.072,86.7,6.2,7.4
669093,"Estrada, Jeremiah",R,SL,164,100.9,23.8,0.6,0.077,88.4,3.1,4.5
592155,"Booser, Cam",L,FF,158,100.9,18.4,1.9,0.093,95.5,16.2,7.3
676440,"Bibee, Tanner",R,SI,337,100.9,7.1,0.9,0.097,94.0,9.7,-14.1
605135,"Bassitt, Chris",R,FC,280,100.9,23.6,1.8,0.118,88.6,8.6,0.7
669358,"Baz, Shane",R,FF,819,100.9,17.2,0.6,0.075,97.0,16.6,-9.9
681870,"Sabrowski, Erik",L,SL,60,100.9,43.3,0.0,0.056,87.1,5.5,-0.6
656288,"Canning, Griffin",R,SL,236,100.9,27.5,0.8,0.116,87.7,-4.5,1.3
656605,"Keller, Mitch",R,SL,256,100.9,22.3,0.4,0.122,86.9,-0.7,4.6
608379,"Wacha, Michael",R,SL,205,100.9,22.9,1.5,0.119,84.8,4.4,4.0
656876,"Rasmussen, Drew",R,SI,368,100.9,9.0,0.3,0.114,95.4,13.0,-14.4
670280,"Bednar, David",R,FF,327,100.8,16.5,0.6,0.103,96.9,18.1,-8.3
621111,"Buehler, Walker",R,FC,273,100.8,15.0,1.1,0.114,90.5,10.7,4.4
645261,"Alcantara, Sandy",R,CH,441,100.8,25.6,0.2,0.095,90.4,4.7,-17.5
663687,"Harris, Hogan",L,CH,95,100.8,15.8,0.0,0.028,82.0,14.2,16.1
808967,"Yamamoto, Yoshinobu",R,SL,65,100.8,29.2,1.5,0.057,86.5,1.0,5.7
663399,"Waddell, Brandon",L,FF,64,100.8,17.2,0.0,0.119,90.8,15.4,3.8
666277,"Soriano, George",R,SL,145,100.8,22.8,0.0,0.086,86.1,-0.3,6.0
669920,"Alexander, Jason",R,CH,256,100.8,37.5,0.8,0.098,80.2,1.1,-17.1
694361,"Klein, Will",R,FF,136,100.8,17.6,0.0,0.056,97.8,17.1,-7.1
605280,"Holmes, Clay",R,FC,135,100.8,11.1,0.7,0.083,89.5,4.8,0.8
669358,"Baz, Shane",R,CH,183,100.8,22.4,1.1,0.099,89.3,9.1,-16.7
694297,"Pfaadt, Brandon",R,FF,432,100.8,15.7,1.6,0.129,93.6,15.5,-6.2
693821,"Elder, Bryce",R,SL,637,100.8,24.8,0.3,0.112,84.2,-0.4,2.0
690990,"Horton, Cade",R,ST,258,100.8,30.6,0.4,0.084,83.3,-1.0,12.6
678368,"Bellozo, Valente",R,CH,120,100.8,25.0,0.8,0.122,81.3,4.4,-15.5
671212,"Boyle, Joe",R,FF,283,100.8,20.5,1.8,0.099,98.5,14.8,-8.3
623149,"Sewald, Paul",R,ST,104,100.8,24.0,0.0,0.042,82.4,6.9,10.6
666214,"Wentz, Joey",L,CU,183,100.7,21.9,0.0,0.103,79.1,-7.2,-5.8
628452,"Iglesias, Raisel",R,FF,306,100.7,21.9,0.0,0.057,94.8,14.8,-9.0
570632,"Ureña, José",R,SL,139,100.7,18.7,0.7,0.125,87.5,8.0,-0.8
622663,"Severino, Luis",R,SI,413,100.7,9.0,0.2,0.13,95.8,12.2,-14.0
668820,"Kranick, Max",R,FF,146,100.7,21.9,0.0,0.109,95.7,17.1,-3.4
666171,"Zeferjahn, Ryan",R,FC,144,100.7,20.8,2.1,0.107,91.0,5.0,4.4
700249,"Povich, Cade",L,SI,163,100.7,12.3,0.6,0.125,91.8,12.3,15.7
680767,"Vodnik, Victor",R,SL,77,100.7,18.2,0.0,0.088,87.3,-3.1,3.4
621111,"Buehler, Walker",R,SI,232,100.7,4.7,0.4,0.101,93.8,10.9,-15.1
666661,"Morillo, Juan",R,SL,75,100.7,25.3,1.3,0.11,88.6,-2.1,6.1
676395,"Garcia, Robert",L,CH,173,100.7,25.4,0.6,0.103,89.0,1.7,16.4
673929,"Leasure, Jordan",R,FF,396,100.7,19.2,1.0,0.097,96.3,19.4,-4.2
669062,"Miller, Erik",L,CH,76,100.7,19.7,0.0,0.11,87.1,2.0,17.0
666200,"Luzardo, Jesús",L,FF,647,100.7,15.3,0.6,0.103,96.5,14.0,12.0
571760,"Heaney, Andrew",L,SL,198,100.6,25.3,1.0,0.107,80.5,-0.2,-3.0
813349,"Early, Connelly",L,CU,50,100.6,28.0,0.0,0.062,80.1,-9.2,-10.1
673513,"Matsui, Yuki",L,ST,56,100.6,25.0,0.0,0.038,81.3,-0.6,-12.5
571948,"Milner, Hoby",L,FF,100,100.6,18.0,0.0,0.06,88.0,6.6,15.5
682847,"Ortiz, Luis",R,SL,225,100.6,33.3,0.9,0.088,85.4,0.9,6.3
657746,"Ryan, Joe",R,ST,226,100.6,24.8,0.4,0.067,80.4,0.3,15.8
700249,"Povich, Cade",L,CU,299,100.6,20.7,0.3,0.092,78.6,-14.5,-9.8
605447,"Romano, Jordan",R,FF,161,100.6,15.5,1.9,0.094,95.5,18.0,-7.0
672782,"Gómez, Yoendrys",R,FF,260,100.6,20.4,1.9,0.114,93.9,16.6,-7.2
641927,"Ober, Bailey",R,ST,165,100.6,31.5,0.0,0.084,78.1,1.1,11.5
681982,"Anderson, Grant",R,ST,274,100.6,28.5,0.7,0.079,80.1,2.6,14.2
650893,"Cabrera, Génesis",L,CU,87,100.6,14.9,0.0,0.123,80.1,-8.3,-8.1
666214,"Wentz, Joey",L,FC,88,100.6,21.6,0.0,0.076,86.7,6.4,-2.0
543135,"Eovaldi, Nathan",R,FC,286,100.6,16.8,1.0,0.082,90.5,11.4,0.6
606996,"Hart, Kyle",L,SI,93,100.6,4.3,0.0,0.097,91.6,8.7,16.6
673380,"Núñez, Dedniel",R,FF,54,100.6,25.9,0.0,0.046,96.0,15.6,-5.7
669194,"Nelson, Ryne",R,SL,222,100.6,26.1,1.4,0.098,86.7,1.5,5.0
664062,"Gonsolin, Tony",R,SL,55,100.6,29.1,1.8,0.13,88.0,5.7,1.7
678022,"Perkins, Jack",R,FF,171,100.6,20.5,1.2,0.111,96.0,14.3,-11.3
656605,"Keller, Mitch",R,CU,100,100.6,18.0,0.0,0.072,77.4,-13.9,12.4
669387,"Mlodzinski, Carmen",R,CU,109,100.6,21.1,1.8,0.07,84.7,-9.9,7.0
676702,"Stratton, Hunter",R,FC,52,100.5,13.5,0.0,0.097,93.2,10.1,3.1
701581,"Festa, David",R,SI,79,100.5,8.9,0.0,0.107,94.1,14.7,-12.4
605280,"Holmes, Clay",R,CH,256,100.5,27.7,0.4,0.101,88.1,0.3,-11.7
666974,"Cano, Yennier",R,SL,115,100.5,17.4,0.9,0.106,86.1,-0.2,11.9
674444,"Cruz, Steven",R,FC,117,100.5,14.5,0.9,0.098,93.5,9.3,0.5
686580,"Slaten, Justin",R,CU,52,100.5,26.9,0.0,0.15,85.0,-16.0,5.4
607481,"Bummer, Aaron",L,CU,223,100.5,24.7,1.3,0.118,80.9,-8.5,-12.8
669923,"Kirby, George",R,SL,437,100.5,19.7,0.5,0.09,87.0,-3.4,10.9
695418,"Lord, Brad",R,SI,274,100.5,6.9,0.7,0.127,94.4,4.7,-18.3
670167,"Schreiber, John",R,FC,142,100.5,12.7,0.7,0.057,89.4,5.4,0.6
607067,"Rea, Colin",R,SI,175,100.5,8.6,1.1,0.134,92.9,8.5,-14.5
690986,"Harrison, Kyle",L,FF,305,100.5,19.3,0.7,0.089,94.5,13.0,14.3
663432,"Rainey, Tanner",R,FF,65,100.4,10.8,0.0,0.092,95.4,18.5,-8.3
668881,"Greene, Hunter",R,FS,95,100.4,21.1,0.0,0.102,88.3,5.1,-10.2
693645,"Schlittler, Cam",R,FF,535,100.4,23.4,0.7,0.07,97.9,16.5,-5.9
593576,"Neris, Héctor",R,FS,137,100.4,29.9,0.0,0.053,83.1,-1.0,-10.2
642100,"Speier, Gabe",L,FF,294,100.4,26.5,1.0,0.083,95.0,15.2,9.9
669620,"Basso, Brady",L,FF,74,100.4,10.8,0.0,0.075,92.7,16.5,4.7
668390,"Winn, Cole",R,SL,73,100.4,23.3,0.0,0.061,85.9,-5.6,2.4
801434,"Gervase, Paul",R,FF,50,100.4,22.0,0.0,0.086,93.9,15.8,-5.6
641154,"López, Pablo",R,CH,140,100.4,22.1,2.1,0.124,87.2,3.3,-15.0
681168,"Curvelo, Luis",R,SI,68,100.4,10.3,0.0,0.081,95.4,12.2,-15.8
677952,"Ashcraft, Braxton",R,SL,263,100.4,28.1,0.8,0.089,91.9,5.6,1.9
592332,"Gausman, Kevin",R,SL,136,100.4,27.2,1.5,0.128,82.7,1.4,1.9
688158,"Morgan, David",R,SL,96,100.4,25.0,0.0,0.086,87.9,0.4,3.9
686218,"Sheehan, Emmet",R,FF,399,100.4,20.1,1.5,0.112,95.5,18.0,-9.3
640448,"Finnegan, Kyle",R,FF,369,100.4,10.6,1.4,0.091,96.3,17.2,-10.2
685107,"Veneziano, Anthony",L,ST,85,100.4,23.5,1.2,0.079,82.8,0.8,-10.8
686613,"Brown, Hunter",R,KC,300,100.4,29.7,0.7,0.097,83.5,-16.0,5.1
684320,"Rodríguez, Yariel",R,SL,297,100.4,28.3,0.0,0.08,85.7,0.7,7.0
666974,"Cano, Yennier",R,CH,65,100.4,26.2,1.5,0.162,91.7,2.2,-17.7
668674,"Erceg, Lucas",R,SI,179,100.4,6.1,1.1,0.101,97.4,10.4,-14.9
621381,"Strahm, Matt",L,SL,220,100.4,24.1,0.0,0.052,82.4,4.4,-6.1
676917,"Cavalli, Cade",R,FF,205,100.3,16.6,0.5,0.105,96.8,15.1,-4.4
678394,"Bello, Brayan",R,SI,664,100.3,6.8,0.6,0.107,95.2,5.8,-16.8
592791,"Taillon, Jameson",R,CH,160,100.3,30.0,1.2,0.093,83.9,8.1,-15.4
592773,"Stanek, Ryne",R,FF,442,100.3,21.3,1.1,0.092,98.5,18.4,-8.7
693645,"Schlittler, Cam",R,CU,119,100.3,16.0,0.0,0.124,83.4,-12.5,6.7
607074,"Rodón, Carlos",L,CH,301,100.3,32.2,0.3,0.119,84.9,3.8,12.5
607259,"Martinez, Nick",R,SL,149,100.3,26.8,1.3,0.116,84.9,1.8,0.7
656730,"Megill, Trevor",R,FF,333,100.3,14.1,0.3,0.103,99.1,19.0,-4.0
660853,"De Los Santos, Enyel",R,FF,375,100.3,19.7,0.8,0.106,96.1,12.9,-10.6
806960,"Morales, Luis",R,ST,125,100.3,24.0,1.6,0.073,82.3,-2.7,19.0
670102,"Francis, Bowden",R,FS,129,100.3,31.8,0.8,0.137,82.0,5.3,-8.0
571946,"Miller, Shelby",R,FF,297,100.3,18.5,0.0,0.081,95.2,17.8,-10.9
622491,"Castillo, Luis",R,SL,386,100.3,25.9,0.3,0.088,84.5,-0.3,1.1
686701,"Bergert, Ryan",R,SL,195,100.3,26.2,0.5,0.11,87.4,3.7,3.8
434378,"Verlander, Justin",R,CU,248,100.3,14.9,0.8,0.089,78.4,-12.5,7.6
663855,"Hicks, Jordan",R,FF,61,100.3,18.0,0.0,0.174,97.2,13.0,-10.6
676534,"Faucher, Calvin",R,FC,285,100.3,11.9,0.7,0.106,92.2,2.2,3.8
663455,"Pilkington, Konnor",L,CH,51,100.3,33.3,0.0,0.063,85.6,0.5,16.1
666142,"Ragans, Cole",L,KC,73,100.3,17.8,0.0,0.056,80.1,-13.1,-11.6
688642,"Agnos, Zach",R,FC,129,100.3,18.6,2.3,0.139,92.7,7.6,0.8
689147,"Kerkering, Orion",R,SI,145,100.3,9.0,0.0,0.087,96.4,10.4,-17.0
608379,"Wacha, Michael",R,CH,485,100.3,22.3,0.4,0.096,79.7,7.9,-12.9
663903,"Singer, Brady",R,ST,191,100.2,28.8,0.5,0.094,81.5,2.2,9.2
686930,"Barnett, Mason",R,FF,145,100.2,12.4,0.7,0.111,94.3,15.2,-0.4
677955,"Hill, Jaden",R,FF,72,100.2,15.3,0.0,0.061,96.7,13.0,-10.8
657277,"Webb, Logan",R,SI,802,100.2,7.6,0.1,0.105,92.6,0.3,-15.7
676702,"Stratton, Hunter",R,FF,110,100.2,11.8,1.8,0.123,96.0,14.9,-4.2
701542,"Warren, Will",R,FF,810,100.2,16.3,1.4,0.097,93.3,15.5,-8.0
666277,"Soriano, George",R,SI,78,100.2,11.5,0.0,0.106,95.6,5.7,-15.9
621053,"Ferguson, Tyler",R,ST,179,100.2,21.2,1.7,0.08,83.7,1.5,11.0
656271,"Burke, Brock",L,SL,181,100.2,22.7,0.6,0.082,87.9,5.2,1.0
656546,"Hoffman, Jeff",R,FS,187,100.2,28.9,0.0,0.096,90.0,4.0,-15.6
677952,"Ashcraft, Braxton",R,CU,160,100.2,23.8,0.0,0.055,84.4,-12.0,7.9
506433,"Darvish, Yu",R,FF,126,100.2,13.5,0.8,0.08,93.9,14.3,-11.2
678906,"Teng, Kai-Wei",R,ST,168,100.2,23.8,0.0,0.065,84.6,1.2,13.8
689520,"Laweryson, Cody",R,FF,85,100.2,16.5,0.0,0.061,92.7,15.4,-14.1
622608,"Senzatela, Antonio",R,SL,235,100.2,21.7,1.3,0.14,86.7,3.3,4.7
458677,"Wilson, Justin",L,FF,254,100.1,25.2,1.2,0.071,94.5,18.9,5.2
570632,"Ureña, José",R,FF,56,100.1,10.7,5.4,0.166,96.3,11.7,-14.2
693312,"Nicolas, Kyle",R,FF,244,100.1,11.9,0.8,0.118,97.6,17.1,-6.9
663978,"Paddack, Chris",R,SI,115,100.1,9.6,0.9,0.185,93.4,14.3,-13.1
668678,"Gallen, Zac",R,KC,496,100.1,29.0,0.8,0.088,81.0,-11.3,4.7
518876,"Kelly, Merrill",R,CH,484,100.1,31.6,0.6,0.108,88.4,0.1,-15.0
669923,"Kirby, George",R,FF,459,100.1,25.1,0.0,0.092,96.2,13.3,-10.0
674444,"Cruz, Steven",R,SL,127,100.1,20.5,1.6,0.14,89.0,3.8,5.1
656849,"Peterson, David",L,SL,358,100.1,32.1,0.6,0.128,84.7,0.2,-2.6
676534,"Faucher, Calvin",R,ST,113,100.1,24.8,1.8,0.145,87.6,-1.4,14.2
689690,"Jacob, Alek",R,CH,111,100.1,17.1,0.9,0.091,73.9,2.3,-20.3
676684,"Vest, Will",R,FF,418,100.1,15.3,0.5,0.084,96.6,16.7,-5.6
689147,"Kerkering, Orion",R,FF,243,100.1,18.9,0.4,0.064,97.6,16.0,-11.3
683409,"Chivilli, Angel",R,FF,288,100.1,7.6,0.3,0.163,97.1,9.5,-14.2
676440,"Bibee, Tanner",R,ST,276,100.1,23.9,1.4,0.091,82.9,-1.9,16.1
686930,"Barnett, Mason",R,ST,55,100.1,25.5,1.8,0.073,84.9,2.0,13.9
663321,"Hernandez, Nick",R,FF,61,100.1,23.0,0.0,0.052,91.3,18.7,-4.4
663455,"Pilkington, Konnor",L,FF,192,100.0,14.6,1.0,0.117,94.5,14.6,12.1
680885,"Schwellenbach, Spencer",R,SL,176,100.0,29.0,1.7,0.126,86.9,-2.2,2.5
694477,"Patrick, Chad",R,FC,590,100.0,22.5,0.7,0.096,88.0,12.3,3.6
663372,"Feltner, Ryan",R,SI,57,100.0,8.8,0.0,0.122,93.9,7.5,-10.3
664199,"Clarke, Taylor",R,SI,114,100.0,6.1,0.9,0.111,94.7,10.6,-13.8
687888,"Walter, Brandon",L,FF,90,100.0,26.7,0.0,0.092,91.7,11.9,10.0
681869,"Dubin, Shawn",R,CU,50,100.0,20.0,0.0,0.066,81.5,-14.9,10.8
622491,"Castillo, Luis",R,FF,951,100.0,22.0,1.1,0.086,95.0,12.3,-13.0
663554,"Mize, Casey",R,SI,248,100.0,9.7,0.8,0.119,94.7,13.6,-13.9
547179,"Lorenzen, Michael",R,FC,185,100.0,15.7,1.1,0.119,90.1,8.0,-0.9
607481,"Bummer, Aaron",L,ST,80,100.0,20.0,0.0,0.045,81.0,-0.3,-14.2
676467,"Gordon, Colton",L,CU,99,100.0,12.1,1.0,0.123,75.7,-1.7,-13.1
669724,"Hanifee, Brenan",R,FF,70,100.0,14.3,1.4,0.104,96.1,11.0,-11.5
657376,"Schmidt, Clarke",R,FF,65,100.0,18.5,0.0,0.044,94.3,15.7,-5.4
