pitcher,player_name,p_throws,pitch_type,pitches,stuff_plus,whiff_pct,barrel_pct,xwoba_against,avg_velo,avg_ivb,avg_hb
694973,"Skenes, Paul",R,ST,328,103.7,23.2,0.3,0.061,84.4,5.8,11.4
519141,"Pomeranz, Drew",L,FF,467,103.7,17.8,0.4,0.09,92.8,17.2,1.4
674370,"Bido, Osvaldo",R,FC,55,103.7,21.8,1.8,0.105,86.5,6.5,0.1
687849,"Kent, Zak",R,FF,86,103.7,12.8,2.3,0.123,92.3,10.5,1.0
669022,"Gore, MacKenzie",L,CH,161,103.7,37.3,0.6,0.096,86.2,8.5,14.2
674384,"Núñez, Eduarniel",R,SL,52,103.7,34.6,1.9,0.103,88.1,-1.1,7.9
693312,"Nicolas, Kyle",R,SL,109,103.7,36.7,0.9,0.096,90.5,1.1,4.4
663158,"Suarez, Robert",R,SI,107,103.7,7.5,0.9,0.104,98.5,15.9,-12.8
693433,"Woo, Bryan",R,ST,158,103.6,34.8,0.0,0.077,84.6,3.8,11.5
663455,"Pilkington, Konnor",L,SL,54,103.6,37.0,5.6,0.15,85.1,0.9,-0.8
663671,"Enright, Nic",R,SL,89,103.6,37.1,0.0,0.058,84.8,4.1,2.6
642121,"Sulser, Cole",R,CH,102,103.6,34.3,0.0,0.07,83.8,2.4,-13.8
800048,"Messick, Parker",L,CU,62,103.6,12.9,0.0,0.072,77.5,-5.7,-14.6
608331,"Fried, Max",L,FF,270,103.5,19.6,0.7,0.103,95.8,15.2,3.3
687863,"Hodge, Porter",R,FF,160,103.5,14.4,0.0,0.091,96.2,15.2,-0.2
808967,"Yamamoto, Yoshinobu",R,CU,351,103.5,24.5,0.3,0.08,77.0,-15.9,12.1
650633,"King, Michael",R,SI,278,103.5,7.2,1.1,0.112,92.7,4.1,-18.3
571946,"Miller, Shelby",R,FS,119,103.5,38.7,1.7,0.13,86.8,4.8,-15.0
695418,"Lord, Brad",R,FF,739,103.5,19.1,0.3,0.085,94.8,10.6,-15.6
666200,"Luzardo, Jesús",L,SL,110,103.5,28.2,0.9,0.093,86.4,1.4,0.1
622554,"Domínguez, Seranthony",R,FF,307,103.5,18.9,0.0,0.067,97.7,15.4,-5.0
592773,"Stanek, Ryne",R,SL,139,103.5,36.0,0.0,0.074,88.7,0.4,3.2
680694,"Bradish, Kyle",R,FF,79,103.5,15.2,1.3,0.125,94.4,15.2,1.9
601713,"Pivetta, Nick",R,ST,344,103.4,31.1,0.3,0.068,81.9,3.1,13.2
624133,"Suarez, Ranger",L,FF,244,103.4,13.1,1.6,0.09,91.3,11.6,6.0
605130,"Barlow, Scott",R,FF,183,103.4,13.7,1.6,0.076,92.2,12.3,-3.7
669422,"Sauer, Matt",R,SI,60,103.4,6.7,0.0,0.098,94.2,12.9,-14.3
686752,"Pepiot, Ryan",R,FC,93,103.4,17.2,0.0,0.072,91.5,13.9,2.9
657097,"Webb, Jacob",R,CH,236,103.4,31.8,0.4,0.108,84.9,11.0,-17.8
669022,"Gore, MacKenzie",L,FF,952,103.4,16.3,0.8,0.101,95.3,17.0,6.7
605400,"Nola, Aaron",R,FC,82,103.4,22.0,0.0,0.139,86.2,8.5,-0.5
458677,"Wilson, Justin",L,FC,77,103.4,14.3,1.3,0.102,91.4,13.0,-3.1
650556,"Abreu, Bryan",R,FF,368,103.4,28.0,0.0,0.079,97.3,16.5,-6.7
667755,"Soriano, José",R,SL,101,103.4,34.7,2.0,0.13,89.2,-0.0,2.0
669302,"Gilbert, Logan",R,CU,103,103.4,30.1,0.0,0.051,81.6,-3.3,13.8
679883,"Avila, Luinder",R,SI,57,103.3,7.0,0.0,0.146,95.9,10.9,-11.7
672582,"Zerpa, Angel",L,FF,137,103.3,18.2,1.5,0.126,96.2,11.5,10.0
671737,"Bradley, Taj",R,FC,343,103.3,25.7,1.7,0.102,89.6,5.4,4.2
668674,"Erceg, Lucas",R,SL,163,103.3,30.1,1.2,0.107,84.7,-1.6,0.2
642207,"Williams, Devin",R,CH,406,103.3,29.6,0.2,0.081,83.7,-4.6,-19.2
694973,"Skenes, Paul",R,SI,237,103.3,11.0,0.0,0.093,97.5,6.6,-17.6
641401,"Brogdon, Connor",R,FC,86,103.3,15.1,0.0,0.11,86.7,6.3,4.0
683175,"Phillips, Connor",R,ST,153,103.3,35.9,0.0,0.075,85.9,0.4,15.3
663947,"Holton, Tyler",L,ST,120,103.3,38.3,0.0,0.093,81.3,0.9,-14.0
669674,"Long, Sam",L,SI,53,103.3,5.7,0.0,0.155,92.7,8.5,15.0
543294,"Hendricks, Kyle",R,FF,252,103.3,13.5,1.2,0.077,86.5,14.2,-5.8
805123,"Blubaugh, AJ",R,ST,80,103.3,26.2,1.2,0.093,81.9,1.2,14.7
605135,"Bassitt, Chris",R,FF,155,103.3,18.7,0.6,0.08,91.4,11.1,-5.2
607455,"Banda, Anthony",L,SI,188,103.3,9.0,0.5,0.092,95.5,9.8,15.7
489446,"Yates, Kirby",R,FF,282,103.2,26.2,2.1,0.07,92.8,13.6,-13.5
656641,"Latz, Jacob",L,CH,194,103.2,35.6,1.5,0.134,84.7,10.1,14.7
642232,"Yarbrough, Ryan",L,SI,151,103.2,6.6,0.0,0.129,86.9,4.9,17.7
678020,"Halvorsen, Seth",R,SL,71,103.2,29.6,0.0,0.125,89.2,0.5,3.7
663969,"Phillips, Tyler",R,SI,257,103.2,7.4,0.4,0.115,95.5,5.8,-16.9
668909,"Williams, Gavin",R,SI,175,103.2,5.7,1.1,0.105,95.9,9.5,-15.5
656427,"Flaherty, Jack",R,KC,425,103.2,33.9,0.9,0.08,77.8,-8.5,12.1
676979,"Crochet, Garrett",L,FF,759,103.2,22.5,1.4,0.086,96.5,16.0,8.0
660853,"De Los Santos, Enyel",R,SL,257,103.2,27.2,0.0,0.084,88.1,6.2,1.5
676684,"Vest, Will",R,SL,164,103.1,36.6,0.0,0.073,88.3,-0.7,5.5
641302,"Alexander, Tyler",L,SI,223,103.1,9.0,0.4,0.09,90.6,9.3,16.2
677944,"Cecconi, Slade",R,CU,202,103.1,25.2,0.5,0.108,75.1,-12.9,9.3
657006,"Steele, Justin",L,FF,81,103.1,11.1,0.0,0.1,90.6,15.4,0.7
682052,"Lopez, Jacob",L,SL,362,103.1,24.9,0.6,0.086,78.0,1.5,-9.4
678692,"Henriquez, Ronny",R,FF,223,103.1,13.9,1.8,0.087,96.8,18.6,-6.1
669684,"Murphy, Chris",L,CU,117,103.1,20.5,0.0,0.093,76.8,-12.9,-14.2
694819,"Misiorowski, Jacob",R,CU,130,103.1,24.6,0.8,0.113,87.1,-9.0,6.4
595345,"Okert, Steven",L,SL,437,103.1,31.8,0.7,0.08,80.8,7.2,-8.0
671131,"Rutledge, Jackson",R,FC,130,103.1,23.8,0.8,0.11,88.8,6.8,1.8
663542,"Hudson, Bryan",L,FF,130,103.1,15.4,0.0,0.077,90.7,12.9,9.0
671131,"Rutledge, Jackson",R,SL,203,103.0,31.0,0.5,0.073,85.2,-0.2,1.6
687830,"Gipson-Long, Sawyer",R,SI,66,103.0,7.6,0.0,0.13,91.2,4.9,-15.3
801403,"Dollander, Chase",R,FF,614,103.0,15.3,1.0,0.091,98.0,12.4,-11.5
593958,"Rodriguez, Eduardo",L,CH,318,103.0,25.5,0.6,0.13,85.7,6.0,16.1
624133,"Suarez, Ranger",L,CU,274,103.0,18.2,0.0,0.062,74.1,-8.7,-11.3
592779,"Stewart, Brock",R,FF,247,103.0,25.9,0.0,0.073,96.2,14.3,-5.9
681857,"Olson, Reese",R,SL,136,103.0,37.5,0.7,0.097,84.2,-3.4,5.1
677958,"Rocker, Kumar",R,SL,129,103.0,27.1,0.8,0.07,84.5,-1.8,1.5
657424,"Gage, Matt",L,FF,109,103.0,21.1,0.0,0.046,92.3,15.3,0.4
677955,"Hill, Jaden",R,SL,79,103.0,34.2,0.0,0.07,88.6,1.3,4.3
701581,"Festa, David",R,CH,146,103.0,40.4,1.4,0.077,87.8,7.1,-12.6
623211,"Brazobán, Huascar",R,SI,274,102.9,8.0,0.4,0.081,96.4,8.2,-18.0
683618,"Henriquez, Edgardo",R,FF,70,102.9,18.6,1.4,0.127,100.9,15.4,-9.6
670990,"Ramírez, Yohan",R,ST,120,102.9,25.8,0.8,0.063,83.3,1.3,16.8
663969,"Phillips, Tyler",R,ST,176,102.9,30.7,0.0,0.087,84.4,0.9,10.4
592332,"Gausman, Kevin",R,FS,704,102.9,35.1,0.1,0.085,84.7,4.3,-15.0
605347,"López, Jorge",R,SI,78,102.9,11.5,0.0,0.126,94.7,8.5,-17.3
676130,"Buttó, José",R,CH,86,102.9,26.7,1.2,0.075,88.3,3.1,-8.8
656550,"Holmes, Grant",R,SL,500,102.9,37.4,1.2,0.091,85.4,-3.3,3.1
656457,"Gilbert, Tyler",L,ST,146,102.9,33.6,0.0,0.071,81.1,0.8,-8.9
657746,"Ryan, Joe",R,KC,81,102.9,32.1,3.7,0.105,78.7,-9.6,13.4
696136,"Wicks, Jordan",L,FF,76,102.9,13.2,0.0,0.142,94.4,16.1,4.4
656986,"Sousa, Bennett",L,SL,282,102.9,40.8,1.1,0.063,85.7,-0.0,-3.7
682120,"Herrin, Tim",L,FF,130,102.8,10.0,0.8,0.104,94.6,12.6,7.7
676917,"Cavalli, Cade",R,KC,181,102.8,28.7,0.0,0.087,85.9,-12.7,6.7
663485,"Sands, Cole",R,FC,196,102.8,16.3,1.5,0.109,89.3,7.8,2.1
684320,"Rodríguez, Yariel",R,FF,255,102.8,14.1,0.4,0.082,95.7,13.5,-4.0
687922,"Lucas, Easton",L,FF,161,102.8,21.7,0.6,0.096,93.8,17.4,5.2
621363,"Poche, Colin",L,FF,88,102.8,14.8,1.1,0.068,92.2,19.4,2.0
682847,"Ortiz, Luis",R,FF,247,102.8,23.5,0.4,0.092,96.4,11.7,-12.6
680742,"Bowlan, Jonathan",R,FF,182,102.8,31.9,0.0,0.056,95.7,17.9,-8.3
676467,"Gordon, Colton",L,SI,107,102.8,4.7,0.0,0.083,91.6,12.7,15.8
650893,"Cabrera, Génesis",L,FC,95,102.8,27.4,0.0,0.09,90.0,7.1,-0.4
594798,"deGrom, Jacob",R,CH,157,102.8,35.7,1.9,0.102,89.9,2.1,-13.8
663687,"Harris, Hogan",L,CU,171,102.8,19.9,0.6,0.101,73.6,-17.3,-8.0
573204,"Thielbar, Caleb",L,CU,144,102.8,22.2,0.7,0.08,75.9,-14.8,-7.2
664192,"Lucchesi, Joey",L,SI,210,102.8,10.5,0.5,0.096,92.4,10.1,14.6
663399,"Waddell, Brandon",L,SI,76,102.8,11.8,2.6,0.153,90.9,9.3,14.8
642152,"Trivino, Lou",R,FC,123,102.7,17.9,2.4,0.145,91.7,9.5,1.7
656302,"Cease, Dylan",R,SI,86,102.7,10.5,0.0,0.102,95.9,14.3,-11.3
621111,"Buehler, Walker",R,ST,80,102.7,33.8,1.2,0.12,80.9,1.5,16.6
679883,"Avila, Luinder",R,FF,63,102.7,14.3,1.6,0.059,96.1,14.4,-1.3
650556,"Abreu, Bryan",R,SL,400,102.7,33.0,0.0,0.092,86.4,-6.1,8.2
672391,"Ort, Kaleb",R,FF,267,102.7,19.9,0.4,0.064,96.5,18.3,-7.4
669854,"Blanco, Ronel",R,SL,155,102.7,34.2,0.6,0.088,85.5,6.7,2.9
660896,"Alcala, Jorge",R,FF,317,102.7,22.4,0.9,0.072,97.4,17.7,-9.1
696149,"Chandler, Bubba",R,CH,79,102.7,29.1,1.3,0.074,92.0,6.2,-17.5
673513,"Matsui, Yuki",L,FS,194,102.6,40.2,1.0,0.105,83.9,3.7,9.1
552640,"Kittredge, Andrew",R,SL,310,102.6,32.3,0.0,0.078,89.2,1.4,6.0
673929,"Leasure, Jordan",R,SL,313,102.6,32.3,0.6,0.063,87.2,3.1,6.4
681676,"Fernandez, Ryan",R,SL,161,102.6,32.9,1.9,0.09,86.7,0.6,2.8
660853,"De Los Santos, Enyel",R,CH,117,102.6,26.5,0.9,0.084,87.3,7.5,-15.9
672578,"Hernández, Carlos",R,FS,83,102.6,41.0,0.0,0.061,88.6,9.9,-10.1
596133,"Weaver, Luke",R,CH,210,102.6,37.6,1.9,0.081,88.0,7.0,-14.0
680732,"Burke, Sean",R,SI,89,102.6,7.9,0.0,0.114,94.1,15.2,-13.2
642701,"Santana, Dennis",R,FC,68,102.6,16.2,0.0,0.066,90.7,10.0,1.0
663969,"Phillips, Tyler",R,CU,170,102.6,32.9,0.6,0.086,84.1,-10.3,3.7
663436,"Martin, Davis",R,SL,294,102.6,26.5,0.3,0.124,87.9,4.7,1.8
670990,"Ramírez, Yohan",R,FF,201,102.6,14.4,1.5,0.113,96.4,13.5,-10.6
676440,"Bibee, Tanner",R,FC,447,102.6,23.3,0.7,0.077,86.3,3.2,7.8
672782,"Gómez, Yoendrys",R,ST,102,102.5,26.5,1.0,0.106,82.0,3.8,15.2
687064,"Young, Brandon",R,CU,88,102.5,13.6,1.1,0.081,76.1,-14.8,11.7
677161,"Kelly, Zack",R,FC,155,102.5,14.8,0.0,0.092,91.7,8.5,2.3
664351,"Contreras, Luis",R,FF,64,102.5,25.0,1.6,0.08,90.9,18.7,0.0
691587,"Pérez, Eury",R,SL,236,102.5,32.6,0.0,0.072,86.2,3.9,1.7
458677,"Wilson, Justin",L,SL,168,102.5,29.8,0.0,0.121,87.9,3.0,-2.0
592791,"Taillon, Jameson",R,ST,212,102.5,26.4,0.5,0.1,80.1,-0.7,15.5
700363,"Smith-Shawver, AJ",R,FS,129,102.5,32.6,1.6,0.095,83.0,8.3,-9.2
607074,"Rodón, Carlos",L,FF,891,102.5,13.9,0.8,0.08,94.1,17.6,10.8
656546,"Hoffman, Jeff",R,FF,296,102.5,18.9,2.0,0.1,96.4,17.2,-12.3
668909,"Williams, Gavin",R,CU,368,102.5,26.9,0.3,0.071,82.1,-13.3,10.2
542888,"Armstrong, Shawn",R,ST,156,102.5,25.0,1.3,0.047,85.0,9.9,12.6
694973,"Skenes, Paul",R,FF,848,102.5,22.3,0.6,0.082,98.2,11.8,-13.9
641745,"Keller, Brad",R,CH,81,102.5,28.4,0.0,0.089,92.8,6.5,-11.6
700669,"Graceffo, Gordon",R,CU,106,102.5,24.5,0.0,0.112,83.0,-16.1,2.1
694851,"Hoffmann, Andrew",R,CH,70,102.5,31.4,0.0,0.133,88.0,0.2,-8.0
680684,"Hoglund, Gunnar",R,SI,60,102.5,8.3,1.7,0.115,93.3,12.9,-14.6
554430,"Wheeler, Zack",R,ST,215,102.4,30.7,0.9,0.081,83.7,2.6,13.6
680767,"Vodnik, Victor",R,CH,131,102.4,38.2,0.0,0.047,92.2,1.7,-14.2
671106,"Allen, Logan",L,SI,235,102.4,6.4,0.0,0.086,89.0,9.1,13.7
808967,"Yamamoto, Yoshinobu",R,SI,140,102.4,15.0,0.7,0.099,94.7,12.2,-13.3
680736,"Wrobleski, Justin",L,SI,153,102.4,6.5,0.0,0.089,94.9,10.6,14.5
670167,"Schreiber, John",R,SI,141,102.4,7.8,0.0,0.123,93.2,-0.8,-16.9
693433,"Woo, Bryan",R,FF,927,102.4,22.8,0.8,0.068,95.8,14.8,-9.9
678022,"Perkins, Jack",R,FC,73,102.4,16.4,0.0,0.127,93.3,8.1,-0.9
686580,"Slaten, Justin",R,FC,123,102.4,12.2,0.8,0.127,92.5,7.6,4.6
695445,"Lee, Chase",R,FF,74,102.4,24.3,0.0,0.055,89.5,6.1,-4.3
595345,"Okert, Steven",L,FF,293,102.4,15.4,0.3,0.084,91.9,16.3,8.2
656302,"Cease, Dylan",R,FF,856,102.4,21.5,0.8,0.085,97.2,18.6,-3.8
682052,"Lopez, Jacob",L,FF,378,102.4,18.5,0.3,0.058,90.8,12.0,13.7
621242,"Díaz, Edwin",R,SL,344,102.4,33.1,0.3,0.071,89.1,3.7,1.7
682274,"Hiraldo, Yaramil",R,SL,50,102.3,22.0,0.0,0.067,86.5,4.5,4.1
606160,"Montero, Rafael",R,FF,263,102.3,17.5,0.4,0.083,95.1,14.8,-10.0
656876,"Rasmussen, Drew",R,FC,480,102.3,21.9,0.6,0.079,90.2,3.9,4.5
663432,"Rainey, Tanner",R,SL,56,102.3,46.4,0.0,0.065,86.2,0.6,3.3
656629,"Kopech, Michael",R,FF,107,102.3,17.8,0.0,0.054,97.6,17.8,-8.1
663423,"Thornton, Trent",R,FC,96,102.3,14.6,0.0,0.116,90.2,5.4,3.6
664192,"Lucchesi, Joey",L,CU,86,102.3,23.3,0.0,0.097,78.0,-4.6,-5.4
669358,"Baz, Shane",R,FC,298,102.3,20.8,1.3,0.114,90.3,7.5,2.6
605400,"Nola, Aaron",R,KC,324,102.3,30.2,0.6,0.095,78.2,-10.2,14.6
642397,"Soto, Gregory",L,SI,369,102.3,10.3,0.3,0.094,96.8,8.7,17.6
700363,"Smith-Shawver, AJ",R,CU,51,102.3,19.6,0.0,0.062,77.2,-10.8,9.0
645261,"Alcantara, Sandy",R,FC,307,102.3,18.2,0.3,0.096,89.4,5.0,1.2
694037,"Palencia, Daniel",R,FF,427,102.3,19.7,0.2,0.089,99.6,15.5,-11.8
607481,"Bummer, Aaron",L,SI,224,102.3,5.4,0.4,0.092,90.7,1.3,14.5
669387,"Mlodzinski, Carmen",R,FS,170,102.3,35.9,0.0,0.1,87.3,-0.6,-9.8
683769,"Gaddis, Hunter",R,CH,67,102.3,35.8,0.0,0.067,78.8,8.1,-17.1
547973,"Chapman, Aroldis",L,FS,64,102.3,42.2,0.0,0.091,91.2,3.7,4.7
666142,"Ragans, Cole",L,SL,93,102.3,38.7,0.0,0.066,84.6,-2.3,-1.8
671922,"Smith, Cade",R,ST,71,102.2,28.2,0.0,0.047,84.8,4.2,12.5
672282,"Detmers, Reid",L,FF,370,102.2,23.8,0.3,0.084,95.7,18.1,8.1
656731,"Megill, Tylor",R,SL,143,102.2,37.1,0.0,0.084,83.7,-5.6,5.2
683232,"Mears, Nick",R,SL,271,102.2,30.3,0.7,0.071,86.5,-0.5,2.0
678495,"Rodríguez, Randy",R,SL,246,102.2,26.0,0.0,0.092,86.2,2.5,10.9
640455,"Manaea, Sean",L,FF,531,102.2,17.5,0.9,0.087,91.5,10.9,14.2
701519,"Adams, Travis",R,FC,85,102.2,15.3,1.2,0.137,90.9,8.0,5.0
687606,"Schultz, Paxton",R,CH,52,102.2,26.9,1.9,0.131,86.2,3.5,-4.3
677960,"Weathers, Ryan",L,ST,93,102.2,24.7,0.0,0.049,83.2,1.9,-9.2
701542,"Warren, Will",R,CU,92,102.2,28.3,1.1,0.125,80.2,-11.0,13.0
678022,"Perkins, Jack",R,ST,150,102.2,30.0,0.7,0.064,86.2,2.7,12.6
592662,"Ray, Robbie",L,FF,1116,102.1,18.2,0.5,0.08,93.6,18.2,8.4
693855,"Seymour, Ian",L,CH,221,102.1,30.3,0.9,0.109,83.5,8.8,15.2
670329,"Garcia, Rico",R,SL,82,102.1,29.3,0.0,0.066,87.1,2.6,1.1
668964,"Myers, Tobias",R,FS,103,102.1,29.1,0.0,0.054,82.9,10.2,-9.4
656686,"Martin, Corbin",R,FF,95,102.1,20.0,1.1,0.107,95.9,16.0,-2.5
681911,"Vesia, Alex",L,SL,235,102.1,29.4,0.4,0.075,85.0,4.4,-6.5
605452,"Ross, Joe",R,FF,196,102.1,21.9,0.5,0.088,94.2,11.4,-3.3
607192,"Glasnow, Tyler",R,SL,189,102.1,32.3,0.0,0.093,89.2,-0.7,2.9
543056,"Coulombe, Danny",L,FF,81,102.1,18.5,0.0,0.094,90.3,14.5,0.3
554431,"Matzek, Tyler",L,FF,51,102.1,15.7,2.0,0.119,94.6,17.4,7.4
657571,"Ferguson, Caleb",L,FC,150,102.1,20.0,0.7,0.104,88.6,4.4,-3.0
676440,"Bibee, Tanner",R,CH,296,102.1,29.4,1.4,0.091,81.8,11.7,-11.8
650644,"Civale, Aaron",R,FC,407,102.1,18.9,1.0,0.094,89.1,10.9,4.9
691799,"Taylor, Grant",R,CU,100,102.1,21.0,1.0,0.074,85.2,-14.2,2.8
805673,"Matthews, Zebby",R,FC,124,102.1,18.5,0.8,0.116,91.8,10.5,1.9
829272,"Ogasawara, Shinnosuke",L,KC,67,102.0,17.9,1.5,0.054,72.4,-19.9,-7.1
571948,"Milner, Hoby",L,SI,285,102.0,5.6,0.4,0.128,87.5,-0.6,18.2
676130,"Buttó, José",R,SL,194,102.0,31.4,1.0,0.12,86.4,-0.4,3.0
688158,"Morgan, David",R,FF,183,102.0,18.0,1.6,0.079,97.9,15.6,-7.9
666200,"Luzardo, Jesús",L,SI,262,102.0,11.5,0.8,0.121,95.9,8.1,16.9
640455,"Manaea, Sean",L,ST,271,102.0,26.2,1.1,0.078,77.2,4.1,-12.7
666711,"Peguero, Joel",R,SL,64,102.0,31.2,0.0,0.12,91.5,0.9,7.2
642547,"Peralta, Freddy",R,CH,412,102.0,27.7,1.0,0.075,88.7,3.3,-16.9
682790,"González, Wikelman",R,FF,139,102.0,17.3,0.0,0.089,95.1,14.4,-11.6
605130,"Barlow, Scott",R,ST,234,102.0,28.2,0.0,0.065,81.4,6.6,13.3
643377,"Jax, Griffin",R,ST,336,102.0,32.4,0.6,0.072,87.8,-2.7,14.0
671737,"Bradley, Taj",R,CU,181,102.0,24.9,0.6,0.05,81.8,-14.9,3.9
622663,"Severino, Luis",R,SL,58,102.0,15.5,0.0,0.088,87.1,2.9,6.7
663804,"Kowar, Jackson",R,SL,53,102.0,43.4,1.9,0.072,86.1,-2.6,2.7
477132,"Kershaw, Clayton",L,CU,165,102.0,30.9,0.0,0.117,72.4,-14.4,-4.0
669711,"Weissert, Greg",R,FF,272,102.0,18.8,1.5,0.075,94.1,12.7,-8.6
695505,"Burns, Chase",R,FF,364,102.0,19.5,0.8,0.094,98.7,18.2,-3.5
664854,"Helsley, Ryan",R,FF,322,102.0,14.3,0.9,0.116,99.3,18.0,-2.2
608331,"Fried, Max",L,CH,222,101.9,25.2,0.5,0.101,85.6,3.6,13.5
800048,"Messick, Parker",L,SI,75,101.9,8.0,2.7,0.157,91.5,10.5,12.4
656186,"Altavilla, Dan",R,FF,66,101.9,10.6,0.0,0.087,95.9,13.8,-11.2
702070,"Cameron, Noah",L,FC,346,101.9,18.2,0.6,0.102,88.1,6.9,-3.5
661563,"Gil, Luis",R,FF,331,101.9,13.0,0.9,0.11,95.3,16.5,-2.9
543101,"DeSclafani, Anthony",R,FS,71,101.9,39.4,0.0,0.041,83.5,-0.0,-8.4
681293,"Arrighetti, Spencer",R,FF,96,101.9,17.7,0.0,0.108,93.0,14.9,-13.2
672578,"Hernández, Carlos",R,FF,264,101.9,15.2,0.8,0.111,97.7,17.5,-8.4
686580,"Slaten, Justin",R,FF,127,101.9,23.6,0.0,0.055,96.7,18.3,-1.6
593423,"Montas, Frankie",R,SL,52,101.9,19.2,0.0,0.183,86.8,1.9,5.5
663372,"Feltner, Ryan",R,CH,52,101.9,42.3,0.0,0.084,84.7,5.6,-4.8
669160,"May, Dustin",R,FF,245,101.8,20.0,0.0,0.087,95.8,13.1,-11.5
642100,"Speier, Gabe",L,SL,141,101.8,42.6,0.0,0.073,83.1,-1.8,-4.4
656945,"Scott, Tanner",L,SL,297,101.8,29.0,0.3,0.075,89.0,1.0,-5.7
669199,"Bachar, Lake",R,FS,76,101.8,31.6,0.0,0.081,83.9,6.6,-13.6
664126,"Fairbanks, Pete",R,FF,313,101.8,16.0,0.3,0.094,97.3,17.1,-0.3
671922,"Smith, Cade",R,FS,181,101.8,34.3,0.6,0.105,87.1,-2.5,-7.5
677161,"Kelly, Zack",R,ST,74,101.8,20.3,0.0,0.088,82.0,3.0,17.0
666974,"Cano, Yennier",R,FF,66,101.8,13.6,1.5,0.088,95.0,7.5,-14.2
687888,"Walter, Brandon",L,SI,81,101.8,8.6,1.2,0.099,91.5,5.0,17.4
680694,"Bradish, Kyle",R,SL,144,101.8,34.7,0.7,0.045,86.8,-0.5,13.1
686218,"Sheehan, Emmet",R,SL,287,101.8,34.5,0.3,0.074,87.6,3.8,3.5
681343,"Smith, Shane",R,CU,205,101.8,35.1,1.0,0.101,82.0,-11.6,5.6
680694,"Bradish, Kyle",R,CU,51,101.8,33.3,0.0,0.1,84.0,-12.5,6.5
681911,"Vesia, Alex",L,FF,393,101.8,22.6,0.8,0.064,92.6,20.9,5.4
606160,"Montero, Rafael",R,FS,301,101.8,30.6,0.3,0.066,87.9,1.0,-11.9
694973,"Skenes, Paul",R,CU,81,101.7,25.9,0.0,0.103,83.8,-2.9,6.5
669062,"Miller, Erik",L,FF,84,101.7,20.2,0.0,0.102,97.1,14.6,11.0
664126,"Fairbanks, Pete",R,SL,258,101.7,20.2,0.4,0.072,85.3,-5.6,5.2
605280,"Holmes, Clay",R,SI,790,101.7,10.5,0.3,0.098,93.7,2.8,-15.0
808967,"Yamamoto, Yoshinobu",R,FC,248,101.7,15.3,0.4,0.089,91.2,7.8,3.3
676106,"Hancock, Emerson",R,FF,296,101.7,20.6,0.7,0.095,95.0,11.4,-12.9
806960,"Morales, Luis",R,FF,280,101.7,11.1,1.1,0.117,97.2,16.2,-7.7
669093,"Estrada, Jeremiah",R,FF,490,101.7,23.9,1.4,0.091,97.7,19.7,-2.0
608331,"Fried, Max",L,ST,216,101.7,21.3,0.9,0.081,81.6,-3.2,-17.3
681343,"Smith, Shane",R,SI,225,101.7,10.7,0.9,0.093,95.7,9.6,-15.5
666277,"Soriano, George",R,FF,90,101.7,23.3,4.4,0.186,96.2,13.7,-8.4
668909,"Williams, Gavin",R,ST,393,101.7,33.3,0.8,0.08,86.4,-1.0,10.2
667755,"Soriano, José",R,FS,150,101.7,36.7,0.0,0.072,92.5,-0.4,-10.7
683004,"Leiter, Jack",R,FF,675,101.7,17.2,0.6,0.085,97.3,17.4,-8.9
690916,"Fitts, Richard",R,FF,174,101.7,19.5,1.1,0.081,95.9,17.4,-2.7
656876,"Rasmussen, Drew",R,FF,586,101.7,17.2,0.2,0.086,95.9,17.4,-4.0
641941,"Pagán, Emilio",R,FC,128,101.7,25.8,0.0,0.098,86.6,4.6,4.9
690990,"Horton, Cade",R,FF,642,101.7,9.7,1.1,0.11,95.7,14.5,-0.1
450203,"Morton, Charlie",R,CU,631,101.7,28.4,0.2,0.088,81.5,-8.9,15.3
592866,"Williams, Trevor",R,SI,73,101.7,11.0,1.4,0.112,86.6,5.0,-12.7
693313,"Seymour, Carson",R,SL,75,101.6,33.3,2.7,0.163,87.0,-5.7,0.9
669713,"Wesneski, Hayden",R,ST,82,101.6,18.3,0.0,0.113,83.2,0.5,17.8
623149,"Sewald, Paul",R,FF,138,101.6,15.9,2.9,0.138,90.7,13.2,-12.6
547179,"Lorenzen, Michael",R,CH,254,101.6,37.0,0.0,0.08,83.8,8.8,-15.0
657376,"Schmidt, Clarke",R,ST,82,101.6,29.3,0.0,0.089,83.2,-1.2,16.9
622663,"Severino, Luis",R,FC,332,101.6,13.0,0.0,0.094,93.3,9.5,0.9
663903,"Singer, Brady",R,FF,162,101.6,16.7,1.2,0.081,91.4,14.5,-6.7
605288,"Houser, Adrian",R,CH,189,101.6,31.7,1.1,0.139,85.8,4.8,-15.7
650893,"Cabrera, Génesis",L,SI,111,101.6,8.1,0.0,0.111,95.5,12.2,15.3
434378,"Verlander, Justin",R,ST,115,101.6,22.6,0.0,0.068,80.5,-1.6,11.6
608371,"Sims, Lucas",R,ST,64,101.6,29.7,0.0,0.08,84.4,4.3,15.8
677161,"Kelly, Zack",R,FF,82,101.6,22.0,3.7,0.079,96.1,15.0,-9.5
656271,"Burke, Brock",L,FF,290,101.6,17.6,0.7,0.102,96.1,15.9,8.3
676962,"Brown, Ben",R,KC,444,101.6,36.3,0.7,0.109,87.2,-2.4,2.5
